,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,1.2724448,0.0,1.7040527,1.1209344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5855962,0.0,0.7014111,0.0,0.0,0.0,1.4405172,2.2868874,0.0,5.647445,5.28704,6.5228014,0.0,0.0,0.24914142,0.0,0.0,1.8280816,0.0,0.0,0.83325267,0.37905493,0.0,0.0,0.754497,0.01024633,0.0,0.0,4.314418,0.0,1.1472453,2.2476125,0.0,0.0,1.6024516,2.4262571,0.28906852,0.0,0.0,2.2948005,0.0,0.0,0.0,0.0,0.0,0.0,0.23264425,0.0,0.0,0.0,0.0,0.0,0.08371099,0.0,2.2681012,1.4610928,0.37505335,1.8793448,0.0,0.0,0.0,0.39959642,0.0,5.292944,0.5636647,3.4417317,1.8692799,0.0,0.19125812,2.8017223,2.25225,0.6058385,2.9276736,0.0,0.0,0.26491907,0.0,0.69844186,0.43860483,1.3608924,0.0,0.0,0.91480637,3.6254003,1.0889715,1.2711892,1.3738043,0.0,0.0,0.0,1.353933,0.0,1.8831471,2.6577425,0.0,0.0,0.0
1,1.2954285,0.0,1.1639254,0.9837692,0.0,0.0,0.0,0.6315679,0.0,0.0,0.0,1.595889,0.0,0.14937238,0.0,0.10199445,0.0,0.3979898,1.6141375,0.010650824,4.3276844,4.01553,5.1410847,0.0,0.0,0.0,0.0,0.0,2.0604413,0.0,0.0,0.4466996,0.57368684,0.0,0.0,0.3250146,0.9782333,0.0,0.0,1.9279971,0.0,0.48083314,2.4228637,0.0,0.0,1.4635369,2.8162131,0.19242619,0.0,0.0,2.319945,0.0,0.0,0.0,0.0,0.0,0.0,1.0858784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2804517,0.39522773,0.23983097,1.5549958,0.0,0.0,0.0,0.0,0.0,3.7451546,0.6822119,2.5523324,2.4823492,0.065905325,0.016815392,2.1364553,0.71448535,0.77375835,2.6591349,0.0,0.0,0.1591897,0.0,0.6030422,0.15875927,0.07905572,0.0,0.22181068,0.65103483,2.5711393,0.8328484,1.5358158,0.7278054,0.0,0.0,0.0,1.53843,0.0,1.1926525,1.8702487,0.0,0.0,0.0
2,0.23620786,0.0,2.8374562,0.0,0.0,0.0,0.0,0.7428667,0.0,0.0,0.0,1.0372488,1.0107542,0.81616265,0.0,0.0,0.0,0.0,1.2770252,1.6706231,6.0076346,1.7207831,2.9188921,0.0,0.0,0.0,0.0,0.0,1.4771595,0.0,0.0,0.3013803,0.0,0.0,0.14378904,0.8192235,0.88766253,0.0,0.0,0.6346775,0.0,0.42443946,3.0490243,0.0,0.0,1.175725,1.9370905,1.4987879,2.5790892,0.0,0.3955956,0.0,0.0,0.0,0.0,0.0,0.0,0.34240696,0.0,0.0,0.0,0.0,0.0,3.0503297,0.0,1.4269559,0.0,0.0,1.7773701,0.0,0.0,0.0,0.4987323,0.0,4.648956,2.591578,0.8945925,1.2370207,0.53916025,1.3236029,3.2913966,1.1896791,0.0937275,3.1283314,0.0,1.4385656,1.6054155,0.0,0.7347959,0.0,0.31381577,0.0,0.3363749,0.049732126,2.591716,2.9027267,2.5343618,2.252369,0.46454397,0.0,0.0,2.4691482,0.0,0.5637505,3.0953429,0.0,2.4057105,0.0
3,0.0,0.0,1.3579632,0.9846082,0.19524156,0.0,0.0,0.32281974,0.0,0.0,0.0,0.2023619,0.53834593,0.20312567,0.0,0.5883022,0.0,0.4300015,0.0,0.6171084,2.5001214,1.1639589,2.9169054,0.0,0.0,0.0,0.0,0.0,2.122406,0.0,0.0,0.049643487,0.0,0.0,0.0,1.0775144,0.0,0.0,0.0,1.9071753,0.0,0.8526869,1.6175618,0.0,0.0,0.08963373,1.636035,0.1723063,0.6053811,0.20284781,0.520935,0.0,0.04217428,0.0,0.0,0.0,0.0,1.9139249,0.008431303,0.0,0.0,0.0,0.0,1.3394599,0.0,0.06124282,0.0,0.8760732,1.6043298,0.0,0.0,0.0,0.55332184,0.3525872,3.1368966,0.73958546,1.4791371,0.74256116,0.0,0.0,1.7289882,1.6536349,1.1211663,1.7081275,0.0,0.0,1.7497311,0.0,0.875386,0.0,0.0,0.16457939,0.0,1.0541707,1.6336309,0.35065475,0.0,0.20024893,0.0,0.021756614,0.0,0.6767554,0.0,1.2517715,1.2848266,0.0,0.5320279,0.0
4,0.0,0.0,1.2657648,0.54107046,1.0937406,0.0,0.0,0.71346235,0.0,0.0,0.0,0.0,0.0,1.2332708,0.0,0.50608027,0.0,0.37778994,0.0848294,0.7155627,3.423227,1.2385818,2.2190986,0.0,0.0,0.0,0.0,0.0,1.7917372,0.0,0.14298278,0.1431066,0.30617386,0.0,0.0,0.75654393,0.30553,0.0,0.0,1.0986085,0.0,0.52707213,1.227726,0.0,0.0,0.18711,1.5319886,0.4324518,1.2454258,0.34140286,0.46363294,0.0,0.3590847,0.0,0.0,0.0,0.0,1.414935,0.0,0.0,0.0,0.0,0.0,1.5686357,0.0,0.40943626,0.18387824,0.90063417,0.62066793,0.0,0.0,0.0,0.99424464,0.1846584,2.3969285,1.2901847,0.9709492,0.5226382,0.0,0.7368213,1.5426114,1.3379488,0.94301564,1.5002965,0.0,0.0009884121,1.0004679,0.0,0.7062524,0.0,0.0,0.0,0.0,0.8201714,1.3105539,0.20877413,1.0240455,0.8910373,0.0,0.0,0.0,1.6102679,0.0,1.4800202,1.3819126,0.0,0.5054112,0.0
5,0.41021475,0.0,1.6605871,0.41722462,1.402896,0.0,0.0,1.141575,0.0,0.0,0.0,0.40616375,0.0,0.9877852,0.0,0.23959036,0.0,0.0,0.48265433,1.5711852,4.0826797,1.4403992,1.9676548,0.0,0.0,0.0,0.0,0.0,1.6625171,0.0,1.058213,0.0,0.89017487,0.0,0.25366318,0.5026153,0.20183949,0.0,0.0,0.9309533,0.0,0.16946511,0.86503434,0.09073738,0.0,0.59864885,1.3619002,0.733609,1.4897972,0.24682172,0.1347356,0.0,0.20304455,0.0,0.0,0.0,0.0,0.62825894,0.0,0.0,0.0,0.0,0.0,1.7602175,0.0,0.497393,0.7761873,0.4064907,0.615631,0.0,0.0,0.0,0.57199025,0.0,2.355675,2.1871848,0.48601264,1.2595445,0.2768899,0.23970023,1.8408194,0.7567193,0.7265523,1.2904392,0.0,0.511064,0.44284806,0.0,0.30365595,0.0,0.0,0.0,0.0,0.23232505,1.1814824,0.10553304,1.8775121,1.1391717,0.0,0.19119094,0.0,1.8040853,0.0,1.2642193,2.1878793,0.0,0.7535296,0.0
6,0.0,0.0,0.66082036,0.0,0.79300755,0.0,0.0,2.1892798,0.0,0.0,0.0,0.18423747,0.0,1.4777222,0.0,0.0,0.0,0.0,0.0,0.35659412,3.5910316,1.3489487,2.2249873,0.61859524,0.0,0.0,0.0,0.0,1.3311987,0.0,0.9148341,0.0,0.0,0.0,0.5534983,0.0,0.58012885,0.0,0.0,1.5327442,0.0,0.0,0.71150786,0.9775143,0.0,2.1332386,1.2847872,0.6616652,2.4928517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72151846,0.72427696,0.0,0.0,0.17578095,0.03394948,2.9571426,0.0,1.7601352,1.0022976,0.949843,1.6587311,0.0,0.0,0.02554584,0.0,0.0,2.5474088,1.951178,0.6861356,0.43443865,1.1527717,0.0,1.0092217,0.49659613,0.84604,1.5327393,0.0,0.40681726,1.5795408,0.0,0.15182096,0.0,0.41882917,0.0,0.0,0.0,1.4885923,2.776526,1.7609211,1.869906,0.710929,0.0,0.0,1.9058236,0.0,0.0,0.8299346,0.0,1.1143683,0.0
7,0.0,0.0,2.0465314,0.55724615,1.1870213,0.0,0.0,1.1027379,0.0,0.0,0.0,0.2868915,0.0,2.1951427,0.0,0.0,0.0,0.0,0.0,0.59197384,3.2468631,1.7776263,2.704022,0.0,0.0,0.0,0.0,0.0,1.7214445,0.0,0.7355997,0.0,0.0,0.0,0.0,0.0,0.42824084,0.0,0.0,1.9323084,0.0,0.23480068,1.5887182,0.9901105,0.0,1.1616757,1.6745023,0.8509126,1.9825413,0.26273468,0.0,0.4370458,0.0,0.0,0.0,0.057216194,0.0,1.1173286,0.04293249,0.0,0.0,0.0,0.0,1.8548111,0.0,1.4942503,1.2565362,0.55266625,1.4627488,0.0,0.0,0.0,0.0,0.0,3.337409,2.088212,1.7635238,0.5769344,0.11175853,0.0,1.378932,1.2965301,1.4395821,1.8230058,0.0,0.0,1.2871668,0.0,0.0,0.0,0.9298447,0.0,0.0,0.62029976,1.4076009,1.4737502,1.4032648,0.5016526,0.0,0.0,0.31152922,1.8591527,0.0,0.1578125,1.4660193,0.0,0.0,0.0
8,0.0,0.0,2.304623,0.8811559,1.5961982,0.0,0.0,0.7875789,0.0,0.0,0.0,1.2052453,0.014109371,2.1744251,0.0,0.0,0.0,0.25049347,0.50599843,0.0,3.7597308,2.8139887,2.3406959,0.0,0.065722264,0.0,0.0,0.0,1.745447,0.0,0.7079536,1.2848693,0.0,0.0,0.0,0.0,1.1648706,0.0,0.0,2.5644445,0.0,0.27382436,1.2171316,0.0,0.0,1.234798,3.0534298,0.0,0.23413262,0.0,0.85684305,0.0,0.0,0.0,0.0,0.0,0.0,1.1806562,0.0,0.0,0.0,0.024138017,0.0,2.3926275,0.0,1.5588752,2.2874687,2.3276267,1.5654765,0.0,0.0,0.27611983,0.0,0.0,3.6039908,0.46377656,2.289197,0.36729714,0.07924007,0.40724525,0.7350607,1.3801682,0.8476643,1.8193455,0.0,0.0,1.7658398,0.0,0.0,0.0,1.178739,0.09303734,0.0,0.0,2.402584,1.7506338,1.1595783,1.4618658,0.0,0.0,0.0,1.3912498,0.0,0.0,1.735543,0.0,0.0,0.0
9,0.0,0.0,0.84369767,0.5386201,1.8058212,0.0,0.0,1.1898649,0.0,0.0,0.0,0.0,0.0,2.1363,0.0,0.0,0.0,0.0,0.13833183,0.0,2.373778,1.7987876,2.9511318,0.0931842,0.0,0.0,0.0,0.0,0.62818265,0.0,0.0,0.41910166,0.3949373,0.0,0.0,0.0,0.7894885,0.0,0.0,2.2352133,0.0,0.05353448,1.5943897,0.23526211,0.0,0.9797731,1.8484272,0.09785723,1.4473656,0.049500607,0.5321574,0.0,0.0,0.0,0.0,0.0,0.0,0.18061347,0.0,0.0,0.0,0.0,0.15814754,1.4081268,0.0,1.2601905,2.0148463,0.65877,2.0802917,0.0,0.0,0.0,0.0,0.0007027141,2.5979578,0.6163844,1.1961787,0.6429506,0.94221437,0.27668193,0.947937,0.27961823,0.12400506,2.5960257,0.0,0.1244573,0.93873876,0.0,0.0,0.23108523,1.4746515,0.0,0.35802236,0.2477853,1.3592014,1.3594769,1.3712977,0.9193526,0.0,0.0,0.0,0.9779526,0.0,0.0,1.126112,0.0,0.0,0.0
