,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,0.14530173,0.0,0.17978178,0.0,0.0,0.23863375,0.08890115,0.3058206,0.0,0.034985617,0.0,0.07384644,0.0,0.0,0.0,0.0,0.043163475,0.0,0.20251675,0.0,0.080705464,0.03814863,0.0,0.0,0.0,0.177845,0.2859174,0.0,0.0,0.0,0.17320113,0.0,0.056773357,0.07053211,0.0,0.14628991,0.0,0.244239
1,0.20385487,0.0,0.13609466,0.0,0.0054162284,0.28288493,0.10317197,0.28833976,0.0,0.06072995,0.0,0.063098796,0.0,0.0,0.0,0.0,0.036965262,0.0,0.15437229,0.0,0.15427074,0.0,0.0,0.0,0.0,0.16806796,0.28749037,0.023336096,0.0,0.0,0.1313626,0.0,0.089604475,0.058761477,0.04130779,0.12235811,0.0,0.24573357
2,0.15537715,0.0,0.17091165,0.0,0.0,0.37198803,0.016287984,0.30409324,0.0,0.055209693,0.0,0.09945132,0.0,0.0,0.0,0.0,0.088045314,0.0,0.12765117,0.0,0.111785434,0.01456952,0.0,0.0,0.0,0.10902616,0.41065627,0.0,0.0,0.0,0.17221124,0.0,0.08583796,0.086743094,0.069722086,0.043386325,0.0,0.2365073
3,0.08116751,0.056897577,0.15291497,0.0,0.0014283293,0.429266,0.0034529099,0.3717349,0.0,0.054605074,0.0,0.11010062,0.0,0.04252296,0.0,0.0,0.11420741,0.0,0.17740555,0.0,0.1118051,0.0,0.0,0.0,0.0,0.15434803,0.37866363,0.0,0.0,0.0,0.12392855,0.0,0.11796704,0.17568341,0.096188955,0.10501088,0.0,0.1850236
4,0.08344677,0.06681481,0.10308267,0.0,0.0,0.41630942,0.034490213,0.33617502,0.0,0.0659518,0.0,0.070627995,0.0,0.03200884,0.0,0.0,0.08338563,0.0,0.17172708,0.0,0.13141254,0.0,0.0,0.0,0.0,0.11288242,0.40062213,0.0,0.0,0.0,0.101451255,0.0031129313,0.10984259,0.15595189,0.097109705,0.108404346,0.0,0.13986517
5,0.08947837,0.071325466,0.09525117,0.0,0.0,0.39944175,0.023106415,0.3140643,0.0,0.029703218,0.0,0.0794655,0.0,0.0,0.0,0.0,0.06089612,0.0,0.16545133,0.0,0.14964181,0.0,0.0,0.0,0.0,0.10421443,0.41195545,0.007868104,0.0,0.0,0.12751742,0.02289112,0.13180928,0.10171509,0.061572157,0.116996676,0.0,0.16675176
6,0.020176774,0.10257846,0.09616071,0.0,0.0,0.33463505,0.0,0.32787508,0.0,0.008581749,0.0,0.039023638,0.0,0.0,0.0,0.0056517394,0.046712354,0.0,0.18138215,0.0,0.106456295,0.0,0.0,0.0,0.0,0.013400156,0.37110683,0.0057650045,0.0,0.0,0.18000367,0.0,0.17576432,0.12230694,0.060752958,0.059044532,0.0,0.2227807
7,0.13388346,0.07590664,0.06423251,0.0,0.0,0.2724128,0.07560055,0.3101625,0.0,0.0823722,0.0,0.015375335,0.0,0.0,0.0,0.0,0.0465743,0.0,0.08496404,0.0,0.0745323,0.01801224,0.0,0.0,0.0,0.04630237,0.39278707,0.049338695,0.0,0.0,0.18033947,0.021078706,0.08117482,0.092670575,0.0122876875,0.10979876,0.0,0.11356794
8,0.16359466,0.11831011,0.11118689,0.03241105,0.0,0.32378232,0.109098256,0.31495133,0.0,0.11728284,0.0,0.050464656,0.0,0.0,0.0,0.0,0.080364354,0.0,0.05808978,0.0,0.076518804,0.0,0.0,0.0,0.0,0.064815894,0.39698395,0.07496949,0.0,0.0,0.1425373,0.102598555,0.115400165,0.109567955,0.057112146,0.11365903,0.0,0.16795957
9,0.06260414,0.0796373,0.120730266,0.052468017,0.0,0.31821865,0.050919015,0.41374418,0.0,0.10104031,0.0,0.030498903,0.0,0.056482174,0.0,0.0,0.03412755,0.0,0.14433424,0.0,0.09912384,0.0,0.0,0.0,0.0,0.03416086,0.36401817,0.03680585,0.0,0.0,0.14366232,0.08081314,0.13637564,0.20936629,0.0007934272,0.1659036,0.0,0.13515325
10,0.060735207,0.07027209,0.105751246,0.041930616,0.0,0.29826948,0.075985715,0.3764591,0.0,0.015135753,0.0,0.015079984,0.0,0.0,0.0,0.0,0.019285811,0.0,0.14502649,0.0,0.12912855,0.0,0.0,0.0,0.0,0.029359361,0.3543715,0.04939595,0.0,0.0,0.18582408,0.06702099,0.14799695,0.14076617,0.0,0.17808871,0.0,0.14740008
11,0.13162407,0.09408935,0.09017829,0.013912921,0.0,0.34190926,0.093215786,0.33645484,0.0,0.042119794,0.0,0.020897912,0.0,0.0,0.0,0.0,0.013685776,0.0,0.09970581,0.0,0.12584251,0.0,0.0,0.0,0.0,0.0742535,0.34572932,0.05044138,0.0,0.0,0.22316687,0.042143486,0.14579408,0.13818027,0.0,0.15196036,0.0,0.16902068
12,0.11788326,0.100348294,0.074456826,0.0,0.0,0.29519486,0.08818783,0.3412439,0.0,0.028608546,0.0,0.062628016,0.0,0.0,0.0,0.0,0.009806103,0.0,0.109923415,0.0,0.11839113,0.0,0.0,0.0,0.0,0.0818808,0.3736666,0.04600829,0.0,0.0,0.19481714,0.00834674,0.14136465,0.1431571,0.0,0.13666911,0.0,0.112875715
13,0.09279541,0.12701233,0.096378,0.007584159,0.0,0.29186648,0.0,0.3739064,0.0,0.084117815,0.0,0.09363395,0.0,0.062136564,0.0,0.0,0.0,0.0,0.086394206,0.0,0.080099285,0.0,0.0,0.0,0.0,0.10707108,0.35728225,0.07314969,0.0,0.0,0.17769909,0.0,0.18617195,0.25666836,0.0,0.15995198,0.0,0.16908678
14,0.06625267,0.1386233,0.09368466,0.0,0.0,0.31026405,0.0,0.36369476,0.0,0.03800875,0.0,0.09254766,0.0,0.08360315,0.0,0.0,0.0,0.0,0.14325552,0.0,0.08966559,0.0,0.0,0.0,0.0,0.059252415,0.41042086,0.09970033,0.0,0.0,0.19660373,0.0,0.13624862,0.19411193,0.0,0.19416548,0.0,0.15204526
15,0.05844451,0.11699364,0.13489579,0.0,0.0,0.40120372,0.0,0.36065325,0.0,0.0,0.0,0.063182116,0.0,0.12778987,0.0,0.0,0.032349862,0.0,0.13504863,0.0,0.17315668,0.0,0.0,0.0,0.0,0.011901655,0.44680727,0.06202311,0.0,0.0,0.31427196,0.0,0.1957263,0.21905306,0.0,0.18407425,0.0,0.1510012
16,0.072429955,0.13663325,0.078461446,0.0,0.0,0.3151204,0.0,0.33312562,0.0,0.0047631674,0.0,0.056753486,0.0,0.014878704,0.0,0.0,0.01535144,0.0,0.0987017,0.0,0.13031901,0.0,0.0,0.0,0.0,0.06382798,0.37915105,0.08577063,0.0,0.0,0.24250734,0.0,0.18604136,0.1654049,0.0,0.15073177,0.0,0.18912528
17,0.11108355,0.12331757,0.048956405,0.0,0.0,0.30666175,0.011026886,0.32599685,0.0,0.018932894,0.0,0.03330386,0.0,0.0,0.0,0.0,0.0,0.0,0.06219605,0.0,0.115356274,0.0,0.0,0.0,0.0,0.06794875,0.3696732,0.08855445,0.0,0.0,0.24241105,0.0,0.18063125,0.11898537,0.0,0.16192661,0.0,0.16524081
18,0.085698776,0.12263311,0.035422374,0.0,0.0,0.2937431,0.0,0.34035563,0.0,0.0,0.0,0.043899514,0.0,0.018651705,0.0,0.0,0.0,0.0,0.09295991,0.0,0.1147376,0.0,0.0,0.0,0.0,0.06604122,0.34628743,0.07048143,0.0,0.0,0.24753098,0.0,0.18445551,0.12864949,0.0,0.14680044,0.0,0.16392535
19,0.091501474,0.106708005,0.024284704,0.0,0.0,0.30114365,0.0065504937,0.3462882,0.0,0.0,0.0,0.031781252,0.0,0.0,0.0,0.0,0.021819603,0.0,0.058011264,0.0,0.1275118,0.0,0.0,0.0,0.0,0.06892701,0.37661287,0.070517674,0.0,0.0,0.23923022,0.0,0.19426371,0.12054594,0.0,0.18401791,0.0,0.16871011
20,0.11533411,0.102560356,0.076495394,0.0,0.026689136,0.2998721,0.02941565,0.3007054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017311698,0.0,0.07013519,0.0,0.13451266,0.0,0.0,0.0,0.0,0.043177858,0.3342449,0.11262289,0.0,0.0,0.25796637,0.0,0.21072672,0.14227122,0.0,0.17249268,0.0,0.20288569
21,0.06331682,0.19023004,0.09244461,0.0,0.0,0.2490863,0.0,0.2870415,0.0,0.030054891,0.0,0.016102102,0.0,0.048883595,0.0,0.0,0.038771942,0.049724884,0.11458321,0.0,0.15971583,0.0,0.0,0.0,0.0,0.035308316,0.39813465,0.1535878,0.0,0.0,0.24606198,0.0,0.19272439,0.17767492,0.0,0.17409931,0.0,0.17199238
22,0.08644898,0.13048893,0.06951073,0.0,0.0,0.2677772,0.0,0.27649766,0.0,0.019043868,0.0,0.014810443,0.0,0.019259822,0.0,0.0,0.001314805,0.0011876038,0.10871415,0.0,0.12573646,0.0,0.0,0.0,0.0,0.081840165,0.35644102,0.12299857,0.0,0.0,0.2602214,0.0,0.17759836,0.1512647,0.0,0.14321655,0.0,0.18303342
23,0.047414035,0.10379551,0.09845983,0.0,0.0,0.29496872,0.045173723,0.35262334,0.0,0.0,0.0,0.0,0.0,0.10574169,0.0,0.0,0.034810856,0.0,0.106895484,0.0,0.1616631,0.0,0.0,0.0,0.0,0.06851581,0.41072196,0.11208368,0.0,0.0,0.27612343,0.0,0.16996923,0.18782756,0.0,0.18781713,0.0,0.16840628
24,0.050411977,0.08603553,0.09991151,0.0,0.0,0.29706064,0.0,0.32239288,0.0,0.0,0.0,0.0,0.0,0.10815284,0.0,0.0,0.0,0.0,0.14967339,0.0,0.11560472,0.0,0.0,0.0,0.0,0.0871651,0.37404302,0.11237177,0.0,0.0,0.27432153,0.0,0.13938579,0.18753496,0.0,0.15193525,0.0,0.16885172
25,0.042533524,0.14055128,0.07372037,0.0,0.0,0.29979932,0.0,0.35470286,0.0,0.0,0.0,0.04840831,0.0,0.11979225,0.0,0.0,0.013249515,0.0,0.15635641,0.0,0.123377845,0.0,0.0,0.0,0.0,0.10596306,0.3677439,0.11846831,0.0,0.0,0.21439448,0.0,0.14427137,0.23874602,0.0,0.17243232,0.0,0.20539889
26,0.06281947,0.15415755,0.052850123,0.0,0.0,0.25749472,0.0,0.31585512,0.0,0.008315184,0.0,0.058561508,0.0,0.070664614,0.0,0.0,0.034780953,0.0,0.16368221,0.0,0.10854612,0.0,0.0,0.0,0.0,0.07697417,0.36703518,0.14669985,0.0,0.0,0.17822672,0.0,0.16526136,0.2216723,0.0,0.17230952,0.0,0.21462947
27,0.074312046,0.18244618,0.051726714,0.0,0.0,0.24089968,0.020371672,0.32987306,0.0,0.026212173,0.0,0.044582076,0.0,0.030839147,0.0,0.0,0.021597939,0.0,0.10812963,0.0,0.14578092,0.0,0.0,0.0,0.0,0.061195508,0.38296384,0.12258252,0.0,0.0,0.17265168,0.0,0.20146236,0.18873814,0.0,0.17886785,0.0,0.20196599
28,0.052730817,0.19126011,0.068662934,0.0,0.0,0.2325609,0.0,0.3302884,0.0,0.025736053,0.0,0.06617808,0.0,0.06507364,0.0,0.0,0.0,0.0,0.16547449,0.0,0.09670668,0.0,0.0,0.0,0.0,0.07978725,0.36489317,0.13152525,0.0,0.0,0.14664824,0.0,0.18567616,0.23228003,0.0,0.14467706,0.0,0.21767348
29,0.06841942,0.21693918,0.0980408,0.0,0.03601079,0.27941054,0.0,0.37952983,0.0,0.038498692,0.0,0.036583103,0.0,0.06567853,0.0,0.12109295,0.0,0.0,0.1271755,0.0,0.14039026,0.0,0.0,0.0,0.0,0.0,0.34804145,0.17708528,0.0,0.0,0.18625861,0.07497778,0.1937078,0.26264325,0.0,0.2743252,0.0,0.11441691
30,0.06389355,0.25720584,0.048235655,0.0,0.060063135,0.30728012,0.0,0.40240332,0.0,0.0039952025,0.0,0.06513992,0.0,0.10398292,0.0,0.12353149,0.026574979,0.0,0.09142069,0.0,0.20998533,0.0,0.0,0.0,0.0,0.022384953,0.3558721,0.17641929,0.0,0.0,0.20097908,0.07055145,0.17849725,0.24602926,0.0,0.26631123,0.0,0.017830893
31,0.03556794,0.21975194,0.05675457,0.0,0.12703201,0.29886544,0.0,0.41202313,0.0,0.018847883,0.0,0.041915294,0.0,0.14862444,0.0,0.19384268,0.019934915,0.0,0.13113396,0.0,0.223794,0.015600272,0.0,0.0,0.0,0.016022207,0.34672692,0.19190763,0.0,0.0,0.21214114,0.06324902,0.19544822,0.24681276,0.0,0.24030332,0.0,0.004027277
32,0.041179072,0.19898039,0.051022254,0.0,0.10699311,0.28275383,0.0,0.40849808,0.0,0.04142536,0.0,0.062368777,0.0,0.19327193,0.0,0.120769754,0.040840983,0.0,0.11036733,0.0,0.20866774,0.063659914,0.0,0.0,0.0,0.042311713,0.36190677,0.19591501,0.0,0.0,0.2266846,0.05467522,0.16686945,0.25137654,0.0,0.26429376,0.0,0.0
33,0.03596238,0.16687042,0.044513047,0.0,0.09977445,0.28222847,0.0,0.36946207,0.0,0.0028848276,0.0,0.044691194,0.0,0.14154494,0.0,0.12904827,0.014816117,0.0,0.11696677,0.0,0.16680676,0.05115489,0.0,0.0,0.0,0.0565167,0.33374682,0.17385083,0.0,0.0,0.23167592,0.038395736,0.15120947,0.24582171,0.0,0.2375713,0.0,0.0242998
34,0.027904999,0.15027581,0.029005343,0.0,0.07630102,0.27763516,0.0,0.3623443,0.0,0.0045683924,0.0,0.062046725,0.0,0.13037206,0.0,0.12753858,0.017773833,0.0,0.11641363,0.0,0.11358801,0.07467823,0.0,0.0,0.0,0.06522654,0.3427267,0.17023648,0.0,0.0,0.22440168,0.012888862,0.09052866,0.27690652,0.0,0.25710648,0.0,0.023829985
35,0.028206924,0.1518305,0.024636375,0.0,0.059667706,0.28675818,0.0,0.37971786,0.0,0.0,0.0,0.07528604,0.0,0.15150367,0.0,0.13475695,0.0071378066,0.0,0.13709606,0.0,0.091767564,0.04854554,0.0,0.0,0.0,0.034739867,0.35693106,0.15435295,0.0,0.0,0.23550482,0.042591885,0.09587941,0.28282535,0.0,0.26076767,0.0,0.04061666
36,0.012234356,0.15373522,0.042667046,0.0,0.035265557,0.26320148,0.0,0.35401583,0.0,0.0,0.0,0.063055,0.0,0.12589282,0.0,0.11263084,0.0023926825,0.0,0.15711828,0.0,0.06325339,0.05969419,0.0,0.0,0.0,0.053977683,0.3480797,0.15074334,0.0,0.0,0.21279232,0.018280752,0.08497795,0.29773232,0.0,0.24664234,0.0,0.040687345
37,0.026695441,0.14675935,0.04071399,0.0,0.0351306,0.25673008,0.0,0.356648,0.0,0.0,0.0,0.062312286,0.0,0.112134025,0.0,0.109136224,0.014037583,0.0,0.15547194,0.0,0.051564798,0.06292517,0.0,0.0,0.0,0.049125914,0.34456158,0.14007926,0.0,0.0,0.2066052,0.014302803,0.081701286,0.30424035,0.0,0.24398005,0.0,0.040230893
38,0.005837078,0.15536217,0.071939334,0.0,0.0058692875,0.24368125,0.0,0.37848222,0.0,0.0,0.0,0.07351002,0.0,0.13833179,0.0,0.08071123,0.017499413,0.0,0.16458115,0.0,0.047538564,0.06932182,0.0,0.0,0.0,0.041553307,0.34765857,0.1538627,0.0,0.0,0.18705167,0.03568871,0.06932006,0.32602122,0.0,0.2615905,0.0,0.02013785
39,0.025423735,0.13911994,0.062862925,0.0,0.02143405,0.23465425,0.0,0.36604932,0.0,0.0,0.0,0.078129,0.0,0.12555638,0.0,0.10250955,0.0,0.0,0.16713956,0.0,0.024465892,0.03817702,0.0,0.0,0.0,0.06174837,0.34218237,0.1485237,0.0,0.0,0.18438195,0.00053873117,0.085896336,0.31834963,0.0,0.23745252,0.0,0.06779226
40,0.027244825,0.15653263,0.07092885,0.0,0.042935837,0.20624901,0.0,0.3745061,0.0,0.0,0.0,0.03228144,0.0,0.12786923,0.0,0.08417568,0.0,0.0,0.17056371,0.0,0.022190295,0.02324036,0.0,0.0,0.0,0.054408673,0.33362368,0.14724734,0.0,0.0,0.20557508,0.010107227,0.08120567,0.29222116,0.0,0.25971177,0.0,0.06024273
41,0.021552844,0.1629491,0.06836424,0.0,0.028107122,0.24172278,0.0,0.39016435,0.0,0.0,0.0,0.07346682,0.0,0.19895943,0.0,0.13512819,0.0,0.0,0.18922286,0.0,0.08803948,0.019524576,0.0,0.0,0.0,0.039384663,0.3709799,0.13795725,0.0,0.0,0.21303691,0.036669306,0.12883365,0.28617483,0.0,0.26223856,0.0,0.068140954
42,0.045140162,0.14546831,0.04622831,0.0,0.0576468,0.209341,0.016877985,0.3735891,0.0,0.0,0.0,0.04637371,0.0,0.14826313,0.0,0.11708531,0.0149901165,0.0,0.13028444,0.0,0.121284954,0.023195291,0.0,0.0,0.0,0.0495365,0.366711,0.14788905,0.0,0.0,0.2041688,0.038689625,0.14091286,0.23188287,0.0,0.26903552,0.0,0.086595476
43,0.02650527,0.17753124,0.074446216,0.00056122494,0.04709151,0.1932063,0.0,0.35634044,0.0,0.0,0.0,0.0556399,0.0,0.17601612,0.0,0.11188012,0.00737811,0.0,0.15719306,0.0,0.10261078,0.0,0.0,0.0,0.0,0.04374266,0.35608298,0.17156743,0.0,0.0,0.21895617,0.043118265,0.14708595,0.25038275,0.0,0.23330083,0.0,0.08706899
44,0.05666721,0.15323515,0.07423199,0.0029437027,0.07306037,0.2094814,0.0009441297,0.3710285,0.0,0.024225783,0.0,0.04034887,0.0,0.17361905,0.0,0.093091816,0.022754092,0.0,0.1266385,0.0,0.148112,0.015167941,0.0,0.0,0.0,0.06319771,0.34652248,0.18368623,0.0,0.0,0.2264861,0.041572902,0.13292184,0.21369682,0.0,0.24367383,0.0,0.08768486
45,0.06280399,0.14055784,0.064828694,0.0,0.02522541,0.23559465,0.028228369,0.39291418,0.0,0.0,0.0,0.08063822,0.0,0.18430072,0.0,0.07001083,0.0,0.0,0.101092525,0.0,0.12808754,0.051854227,0.0,0.0,0.0,0.09721724,0.38945302,0.1318507,0.0,0.0,0.2118568,0.019663237,0.12289763,0.23732601,0.0,0.25010583,0.0,0.09079948
46,0.07102213,0.13857499,0.057608183,0.0,0.047352295,0.20753415,0.047032557,0.3653009,0.0,0.0,0.0,0.06737196,0.0,0.16613129,0.0,0.08680088,0.008917885,0.0,0.11487425,0.0,0.11901154,0.03755624,0.0,0.0,0.0,0.06364311,0.37755194,0.13844955,0.0,0.0,0.22926079,0.048138432,0.12642395,0.20222183,0.0,0.25945234,0.0,0.09769933
47,0.038276933,0.15665178,0.056783162,0.0,0.047860667,0.20781481,0.017102532,0.36539838,0.0,0.0,0.0,0.062113415,0.0,0.195762,0.0,0.08618466,0.0,0.0,0.124625534,0.0,0.12527779,0.0,0.0,0.0,0.0,0.092449844,0.3611965,0.13879731,0.0,0.0,0.23449387,0.020280702,0.12652509,0.20333326,0.0,0.2353625,0.0,0.11177344
48,0.03085095,0.16916795,0.06857854,0.0,0.03095213,0.18999332,0.0,0.345793,0.0,0.0,0.0,0.06927882,0.0,0.1610192,0.0,0.06762823,0.0,0.0,0.12107026,0.0,0.1184465,0.0070082233,0.0,0.0,0.0,0.091680266,0.35861033,0.12305624,0.0,0.0,0.22051665,0.00047955685,0.15374254,0.20500067,0.0,0.2114529,0.0,0.11885346
