,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
0,0.08936822,1.3511567,1.3860855,0.0,0.0,2.0602589,0.008882092,0.0,0.0,1.0882118,0.0,1.2506996,1.0473957,0.0,0.0,0.7920348,0.39394712,0.22935084,2.3927824,0.0,0.74915683,0.4797737,0.0,0.9880253,0.0,0.0,1.4314646,0.30431026,0.0,1.9393015,0.0,0.90520626,0.60926855,0.0,0.0,0.0,0.46600246,1.0599731,0.0,0.0,0.46023706,0.1819224,0.0,0.0,0.0,0.22223692,0.60272634,4.2726426,0.122547686,0.0,0.0,0.0,0.0,0.032758888,0.0,0.0,1.1370904,0.515847,0.0,1.10968,1.2141069,0.0,0.0,0.0,0.0,0.30306637,1.4759574,0.0,0.063495494,1.0930002,0.0,1.3223292,0.0,0.120807715,0.0,0.037283305,0.9901845,0.0,0.0,0.109785065,0.0,0.0,0.4580197,0.0,0.0,0.015170189,0.0,1.7162162,0.5039352,0.0,1.2729104,0.6718729,0.0,2.841739,0.0,0.0,1.991298,0.0
1,0.07792689,1.3157423,1.3549638,0.0,0.0,1.3085207,0.0,0.0,0.0,1.0037161,0.0,0.84874696,0.57803357,0.0,0.0,0.73473966,0.43109497,0.0,1.4712676,0.0,0.44802025,0.8223305,0.0,1.147902,0.0,0.0,1.4385868,0.0,0.0,1.1848781,0.0,0.6999774,0.89349264,0.0,0.0,0.0,0.0,0.66925806,0.0,0.0,0.4181016,0.10916451,0.0,0.0,0.0,0.7658813,1.124185,2.8667927,0.0,0.0,0.0,0.0,0.0,0.1634714,0.0,0.0,1.3071544,0.65347135,0.0,1.1924067,1.3401656,0.0,0.0,0.0,0.0,0.2724565,1.0598798,0.0,0.06385944,0.8892261,0.0,1.214898,0.0,0.0,0.0,0.13225996,0.8948178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99974585,0.06720718,0.0,0.7729252,0.040373426,0.0,2.1154952,0.0,0.0,0.8844101,0.0
2,0.87964714,1.529674,0.86022985,0.0,0.0,1.5700854,0.0,0.0,0.0,0.91503936,0.0,0.91954607,0.5197281,0.0,0.011561168,0.8536061,0.6112259,0.23248559,1.8018782,0.0,0.45812538,1.002522,0.0,1.62178,0.0,0.0,1.9354028,0.0,0.0,1.3044616,0.16688175,0.60557556,0.6806859,0.0,0.0,0.0,0.0,0.12765953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23378989,1.4195122,2.5490172,0.0,0.0,0.15921457,0.016717855,0.0,0.48010853,0.0,0.0,1.228007,0.7251421,0.0,1.3086605,1.2688116,0.0,0.4469119,0.0,0.043439016,0.003252878,0.93773204,0.0,0.9959571,0.2574217,0.0,0.54533327,0.0,0.0,0.0,0.35613367,0.53388983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023952294,0.0,0.0,1.0622218,0.0,0.0,1.0215439,0.0,0.0,1.3387157,0.0,0.0,0.5965307,0.0
3,0.7578536,1.9908324,0.0,0.0,0.0,0.9016537,0.0,0.0,0.0,0.7025061,0.0,0.0,0.5137752,0.0,0.5457908,0.17646794,0.7791293,0.06674557,0.0,0.0,1.0543365,0.7395791,0.0,1.1958678,0.0,0.0,1.807541,0.0,0.0,1.8388134,0.0,0.0,0.9284927,0.0,1.0734081,0.0,0.0,0.0,0.0,0.49831834,1.4757525,0.0,0.15409344,0.0,0.0,0.0,1.0989357,2.7015505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6200117,1.6592726,0.0,1.821971,0.7951637,0.0,1.4044062,0.44827014,0.0,0.4091504,0.0,0.0,0.074359074,1.2409136,0.0,0.0,0.0,0.0,0.020241052,0.0892903,0.18380502,0.35520402,0.0,0.113884054,0.0,0.0,0.0,0.0,0.0,0.1114423,0.0,1.0135607,0.46145454,0.0,1.1036133,0.0,0.65487725,0.6348263,0.0,0.0,0.3766259,0.2871511
4,0.8766479,1.2902907,0.06951049,0.0,0.0,1.35928,0.0,0.0,0.0,0.16049172,0.0,0.5605754,0.2853385,0.0,0.20490067,0.0023253134,0.3898752,0.19503143,0.57077813,0.0,1.0282581,0.5965894,0.0,1.7388607,0.0,0.0,1.6684284,0.0,0.0,1.0745058,0.0,0.0,0.7693337,0.33451474,0.7496415,0.0,0.0,0.0,0.0,0.0,0.44685683,0.0,0.0,0.0,0.0,0.0,0.76952446,2.105186,0.0,0.0,0.0,0.047662515,0.0,0.0,0.0,0.0,0.83292496,0.42632353,0.0,0.9347357,1.0651231,0.0,0.7697292,0.0,0.0,0.0,0.5401709,0.0,0.17598444,1.5360752,0.0,0.0,0.0,0.0,0.0,0.69564337,0.22564581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006082375,0.0,0.0,0.8055063,0.0,0.0,0.6253135,0.0,0.7862252,0.8647024,0.0,0.0,0.053852558,0.0
5,0.9020746,0.8454333,0.28961483,0.0,0.17278942,1.9243815,0.0,0.0,0.0,0.107739076,0.0,0.6186784,0.0,0.0,0.0,0.11554787,0.23275574,0.15117465,1.0872403,0.0,1.2755411,0.9655342,0.0,2.2631114,0.0,0.0,1.629541,0.62147135,0.0,0.92053264,0.0,0.0,0.41590953,0.5742762,0.4908736,0.0,0.0,0.53356385,0.0,0.0,0.19178165,0.0,0.0,0.0,0.0,0.0,0.14953497,1.9085613,0.0,0.0,0.0,0.82996285,0.0,0.3525345,0.0,0.038893636,0.88286805,0.0,0.0,0.37251872,1.4218358,0.0,1.2851652,0.0,0.0,0.0,0.74120784,0.0,1.0936837,1.6089131,0.0,0.28735852,0.0,0.0,0.0,1.2132716,0.6519308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5311723,0.0,0.0,0.29068586,0.0,0.0,0.48381048,0.0,0.0,1.0124558,0.0,0.0,0.04272294,0.0
6,0.7437675,1.2180829,0.25163034,0.0,0.21895535,1.4136512,0.0,0.0,0.0,0.21284051,0.0,0.9953079,0.2796167,0.0,0.0,0.24538983,0.08369888,0.09717758,1.1858139,0.0,1.1457458,1.3183019,0.0,1.5510215,0.009718069,0.0,1.5204238,0.0,0.0,1.090874,0.0,0.0,0.8865373,0.33971167,0.34434256,0.0,0.0,0.63978446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68558866,1.9356654,0.0,0.0,0.0,0.4739408,0.0,0.0,0.0,0.0,0.6965323,0.0,0.0,0.59720206,1.3338908,0.0,0.9633005,0.0,0.0,0.0,0.5358921,0.0,0.72344273,1.3151891,0.0,0.4697656,0.0,0.0,0.0,0.8937101,0.6205427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55731684,0.0,0.0,0.48631185,0.0,0.0,0.9249471,0.0,0.005690291,1.0825313,0.0,0.0,0.5247551,0.0
7,1.2349762,0.87236124,0.0,0.0,0.0,1.8151215,0.0,0.0,0.0,0.3387261,0.0,0.5475514,0.0,0.0,0.0,0.032912143,0.65377736,1.0578945,0.6512368,0.0,1.2739347,0.45987365,0.0,1.7987988,0.30702946,0.0,1.8277081,0.0,0.0,0.40036902,0.0,0.0,0.7278831,0.5850335,1.5764366,0.0,0.05491483,0.0,0.19082005,0.5304363,0.32372388,0.0,0.73145497,0.0,0.0,0.29541913,0.6284979,1.2511522,0.0,0.018308528,0.0,0.55589855,0.0,0.0,0.0,0.0,1.0399684,0.43221536,0.0,0.08447482,1.5492175,0.0,1.5383712,0.0,0.0,0.24005935,0.9923209,0.0,0.770524,1.2634773,0.0,1.233337,0.0,0.0,0.0,0.62400615,0.122021824,0.07748464,0.0,0.47668853,0.0,0.0,0.0,0.0,0.0,0.117164224,0.0,0.0,0.0,0.0,0.42405266,0.0,0.0,0.7380598,0.013383952,0.0,0.010875702,0.0
8,0.71558344,0.63396853,0.72022635,0.0,0.0,0.41493776,0.0,0.0,0.0,1.8433133,0.0,0.0,0.5316584,0.0,0.0,0.0,1.1396829,0.5459751,0.4567069,0.0,0.51214784,0.0,0.0,1.924202,0.0,0.0,1.1242757,0.0,0.0,0.66864425,0.0,0.0,1.2182037,0.0,0.5720072,0.01876431,0.0,0.87726504,0.4721094,0.0,0.1826229,0.0,0.0,0.0,0.0,0.7160646,0.15599743,1.4164662,0.0,0.05640863,0.0,0.8473767,0.0,0.0,0.0,0.23975426,1.8794299,0.15151395,0.0,1.1671481,0.08503272,0.0,1.1393936,0.0,0.04726245,0.031834945,0.1102625,0.0,0.14634557,1.2442309,0.0,0.30250022,0.0,0.32605854,0.0,0.07250615,0.0,0.3466647,0.06776113,0.7565311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3157757,0.42446092,0.10206738,0.69967395,0.0,0.0,2.1356323,0.0,0.0,0.0,0.0
9,1.0899945,1.2004958,0.0,0.0,0.0,1.0152265,0.0,0.62341195,0.0,1.9547085,0.0,0.87062126,0.8831502,0.0,0.0,0.11964254,0.80513537,0.6162397,1.675797,0.0,1.3491759,0.0,0.0,1.217681,0.0,0.0,1.2207052,0.0,0.60126305,0.43719438,0.0,0.0,0.6895896,0.07309694,0.0,0.27269787,0.0,0.7939261,0.08478514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37680426,1.3634793,0.0,0.0,0.0,0.0,0.04005232,0.0,0.0,0.0,0.4454305,0.398392,0.0,0.8750274,0.5836111,0.0,0.65592813,0.0,0.0,0.0,0.6272497,0.0,0.9738858,1.3984749,0.0,0.0,0.0,0.2864951,0.0,0.0,0.0,0.0,0.0,1.3858849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7314703,0.52728134,0.0,0.8912622,0.16041057,0.0,1.4359525,0.0,0.0,0.28824353,0.0
