,0
0,9.714659133081163
1,9.204315153188322
2,9.51016025059057
3,10.15233547626383
4,8.803032919286894
5,8.810295190253925
6,9.929377379508692
7,9.473687358317113
8,9.83610461102228
9,9.835470296025973
10,10.333633345143
11,10.265281197677748
12,8.270892255215408
13,8.414319610406176
14,7.169736822345662
15,6.799453413147547
16,7.2446868040979755
17,7.754802747544105
18,8.03707538439807
19,8.256303185456938
20,8.56717804113763
21,8.654921783778796
22,8.350600801662935
23,8.496900804636546
24,9.09351773896302
25,8.807807880063088
26,8.988069216476706
27,9.000450022535619
28,8.752926666005084
29,8.276942993033918
30,8.299401272147756
31,8.59170873051155
32,8.843291261863353
33,9.130972500003772
34,9.215061321587324
35,9.633516256387148
36,9.314026687426361
37,9.395828938159909
38,9.533415416167013
39,9.56321728019019
40,10.29206595042337
41,10.352059992655374
42,9.561285268540086
43,9.332968551931623
44,9.632299425667053
45,8.836664911000646
46,9.735785385668175
47,10.054380036557864
48,10.4655803877506
49,11.885875421949839
50,11.34479885809464
51,11.378188671484061
52,10.412138773065916
53,10.007871924386041
54,10.545307565926565
55,11.174879514346262
56,9.466699474495005
57,9.242012235318526
58,9.332691329924005
59,8.810249660919386
60,8.884770475999217
61,8.272431114058652
62,8.14154433916031
63,7.481293071126586
64,7.353801579109053
65,8.009315250567711
66,8.82937688877589
67,10.231417154544076
68,9.138061624263345
69,8.13106177487322
70,8.342326020263837
71,7.156437414133436
72,6.749687813667362
73,6.651055028474952
74,5.9757478039573915
75,5.855467806834411
76,5.6245783741041695
77,5.48628094735801
78,5.231534945498522
79,5.167475376181607
80,5.566252330671652
81,5.698454775632613
82,5.662789719691879
83,5.933995589099589
84,5.743004749776713
85,5.162778679534041
86,4.462762655026842
87,4.893960986933785
88,4.746084855422724
89,4.088788709948933
90,3.834247782437288
91,3.905549647543787
92,3.336541192590964
93,3.3059057035306245
94,3.4169598915802624
95,3.245722581978949
96,3.0106237857548734
97,2.8310187433003398
98,2.7006229448220576
99,2.711588472885244
100,2.7105795569318327
101,2.748043450434854
102,2.776296172691835
103,2.707136959701865
104,2.64971665007935
105,2.5628392164822036
106,2.443964901701611
107,2.4470853562171784
108,2.5098556956819245
109,2.689559240360741
110,2.674724902054207
111,2.553447139584514
112,2.5181740208050267
113,2.534307842856564
114,2.4604029437146915
115,2.607521096977929
116,2.742269618452956
117,2.5382206761511754
118,2.6115381315727553
119,2.71538073818547
120,2.5083047332411588
121,2.172401797495403
122,2.2510280240795
